2025-06-27 10:03:56.314 | SUCCESS  | adapters.download_file:download_index:36 - Download succesful from https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx
2025-06-27 10:03:57.630 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Foclivia
2025-06-27 10:03:57.630 | INFO     | adapters.download_file:download_pdf:92 - Downloading 12/1477 : Miglustat-genorph
2025-06-27 10:03:57.666 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Beyonttra. Retrying...(1/5)
2025-06-27 10:03:57.672 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Miglustat-genorph. Retrying...(1/5)
2025-06-27 10:03:57.734 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Pavblu
2025-06-27 10:03:57.734 | INFO     | adapters.download_file:download_pdf:92 - Downloading 13/1477 : Imuldosa
2025-06-27 10:03:57.776 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Imuldosa. Retrying...(1/5)
2025-06-27 10:03:58.814 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Imuldosa. Retrying...(2/5)
2025-06-27 10:04:00.711 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Miglustat-genorph. Retrying...(2/5)
2025-06-27 10:04:02.764 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Miglustat-genorph. Retrying...(3/5)
2025-06-27 10:04:02.883 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Imuldosa. Retrying...(3/5)
2025-06-27 10:04:09.601 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Caprelsa
2025-06-27 10:04:09.603 | INFO     | adapters.download_file:download_pdf:92 - Downloading 14/1477 : Aripiprazole-sandoz
2025-06-27 10:04:09.772 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Aripiprazole-sandoz
2025-06-27 10:04:09.773 | INFO     | adapters.download_file:download_pdf:92 - Downloading 15/1477 : Orgovyx
2025-06-27 10:04:09.821 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Orgovyx. Retrying...(1/5)
2025-06-27 10:04:10.752 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Beyonttra. Retrying...(2/5)
2025-06-27 10:04:10.949 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Imuldosa. Retrying...(4/5)
2025-06-27 10:04:12.337 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sugammadex-amomed. Retrying...(2/5)
2025-06-27 10:04:13.998 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Imuldosa. Retrying...(5/5)
2025-06-27 10:04:16.835 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Miglustat-genorph. Retrying...(4/5)
2025-06-27 10:04:17.002 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Imuldosa
2025-06-27 10:04:17.011 | INFO     | adapters.download_file:download_pdf:137 - Imuldosa recorded in failed_urls_authorised.csv
2025-06-27 10:04:17.013 | INFO     | adapters.download_file:download_pdf:92 - Downloading 16/1477 : Jemperli
2025-06-27 10:04:17.056 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Jemperli. Retrying...(1/5)
2025-06-27 10:04:18.096 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Jemperli. Retrying...(2/5)
2025-06-27 10:04:20.387 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Sugammadex-amomed. Retrying...(3/5)
2025-06-27 10:04:21.802 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Beyonttra. Retrying...(3/5)
2025-06-27 10:04:21.860 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Orgovyx. Retrying...(2/5)
2025-06-27 10:04:25.632 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Sugammadex-amomed
2025-06-27 10:04:25.633 | INFO     | adapters.download_file:download_pdf:92 - Downloading 17/1477 : Perjeta
2025-06-27 10:04:25.691 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Perjeta. Retrying...(1/5)
2025-06-27 10:04:26.146 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Jemperli. Retrying...(3/5)
2025-06-27 10:04:26.912 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Orgovyx. Retrying...(3/5)
2025-06-27 10:04:29.875 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Miglustat-genorph. Retrying...(5/5)
2025-06-27 10:04:30.244 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Jemperli. Retrying...(4/5)
2025-06-27 10:04:31.867 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Beyonttra. Retrying...(4/5)
2025-06-27 10:04:32.729 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Perjeta. Retrying...(2/5)
2025-06-27 10:04:33.965 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Orgovyx. Retrying...(4/5)
2025-06-27 10:04:37.781 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Perjeta. Retrying...(3/5)
2025-06-27 10:04:37.879 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Miglustat-genorph
2025-06-27 10:04:37.893 | INFO     | adapters.download_file:download_pdf:137 - Miglustat-genorph recorded in failed_urls_authorised.csv
2025-06-27 10:04:37.894 | INFO     | adapters.download_file:download_pdf:92 - Downloading 18/1477 : Datroway
2025-06-27 10:04:37.937 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Datroway. Retrying...(1/5)
2025-06-27 10:04:42.516 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Jemperli
2025-06-27 10:04:42.516 | INFO     | adapters.download_file:download_pdf:92 - Downloading 19/1477 : Cotellic
2025-06-27 10:04:42.553 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cotellic. Retrying...(1/5)
2025-06-27 10:04:45.821 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Perjeta. Retrying...(4/5)
2025-06-27 10:04:45.916 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Beyonttra. Retrying...(5/5)
2025-06-27 10:04:46.928 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Beyonttra
2025-06-27 10:04:46.946 | INFO     | adapters.download_file:download_pdf:137 - Beyonttra recorded in failed_urls_authorised.csv
2025-06-27 10:04:46.947 | INFO     | adapters.download_file:download_pdf:92 - Downloading 20/1477 : Zessly
2025-06-27 10:04:46.989 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Zessly. Retrying...(1/5)
2025-06-27 10:04:48.257 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Orgovyx
2025-06-27 10:04:48.257 | INFO     | adapters.download_file:download_pdf:92 - Downloading 21/1477 : Korjuny
2025-06-27 10:04:48.302 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Korjuny. Retrying...(1/5)
2025-06-27 10:04:50.604 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cotellic. Retrying...(2/5)
2025-06-27 10:04:51.007 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Datroway
2025-06-27 10:04:51.008 | INFO     | adapters.download_file:download_pdf:92 - Downloading 22/1477 : Tolucombi
2025-06-27 10:04:51.050 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tolucombi. Retrying...(1/5)
2025-06-27 10:04:51.651 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cotellic. Retrying...(3/5)
2025-06-27 10:04:52.699 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cotellic. Retrying...(4/5)
2025-06-27 10:04:53.057 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Zessly. Retrying...(2/5)
2025-06-27 10:04:58.365 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Korjuny. Retrying...(2/5)
2025-06-27 10:05:00.100 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tolucombi. Retrying...(2/5)
2025-06-27 10:05:00.867 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Perjeta. Retrying...(5/5)
2025-06-27 10:05:01.408 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Zessly
2025-06-27 10:05:01.409 | INFO     | adapters.download_file:download_pdf:92 - Downloading 23/1477 : Beyfortus
2025-06-27 10:05:01.490 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Beyfortus. Retrying...(1/5)
2025-06-27 10:05:03.411 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Korjuny. Retrying...(3/5)
2025-06-27 10:05:03.532 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Beyfortus. Retrying...(2/5)
2025-06-27 10:05:06.745 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Cotellic. Retrying...(5/5)
2025-06-27 10:05:09.875 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Perjeta
2025-06-27 10:05:09.889 | INFO     | adapters.download_file:download_pdf:137 - Perjeta recorded in failed_urls_authorised.csv
2025-06-27 10:05:09.889 | INFO     | adapters.download_file:download_pdf:92 - Downloading 24/1477 : Neparvis
2025-06-27 10:05:10.157 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Neparvis
2025-06-27 10:05:10.158 | INFO     | adapters.download_file:download_pdf:92 - Downloading 25/1477 : Entresto
2025-06-27 10:05:10.216 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Entresto. Retrying...(1/5)
2025-06-27 10:05:12.594 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Beyfortus. Retrying...(3/5)
2025-06-27 10:05:14.142 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tolucombi. Retrying...(3/5)
2025-06-27 10:05:14.460 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Korjuny. Retrying...(4/5)
2025-06-27 10:05:16.762 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Cotellic
2025-06-27 10:05:16.775 | INFO     | adapters.download_file:download_pdf:137 - Cotellic recorded in failed_urls_authorised.csv
2025-06-27 10:05:16.776 | INFO     | adapters.download_file:download_pdf:92 - Downloading 26/1477 : Lorviqua
2025-06-27 10:05:16.821 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lorviqua. Retrying...(1/5)
2025-06-27 10:05:21.099 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Lorviqua
2025-06-27 10:05:21.100 | INFO     | adapters.download_file:download_pdf:92 - Downloading 27/1477 : Comirnaty
2025-06-27 10:05:21.137 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Comirnaty. Retrying...(1/5)
2025-06-27 10:05:22.644 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Beyfortus. Retrying...(4/5)
2025-06-27 10:05:23.281 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Entresto. Retrying...(2/5)
2025-06-27 10:05:25.193 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tolucombi. Retrying...(4/5)
2025-06-27 10:05:25.507 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Korjuny. Retrying...(5/5)
2025-06-27 10:05:26.233 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tolucombi. Retrying...(5/5)
2025-06-27 10:05:26.319 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Entresto. Retrying...(3/5)
2025-06-27 10:05:27.512 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Korjuny
2025-06-27 10:05:27.523 | INFO     | adapters.download_file:download_pdf:137 - Korjuny recorded in failed_urls_authorised.csv
2025-06-27 10:05:27.524 | INFO     | adapters.download_file:download_pdf:92 - Downloading 28/1477 : Neuraceq
2025-06-27 10:05:27.561 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Neuraceq. Retrying...(1/5)
2025-06-27 10:05:31.244 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Tolucombi
2025-06-27 10:05:31.255 | INFO     | adapters.download_file:download_pdf:137 - Tolucombi recorded in failed_urls_authorised.csv
2025-06-27 10:05:31.255 | INFO     | adapters.download_file:download_pdf:92 - Downloading 29/1477 : Grepid
2025-06-27 10:05:31.290 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Grepid. Retrying...(1/5)
2025-06-27 10:05:34.704 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Beyfortus. Retrying...(5/5)
2025-06-27 10:05:35.589 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Comirnaty
2025-06-27 10:05:35.591 | INFO     | adapters.download_file:download_pdf:92 - Downloading 30/1477 : Nustendi
2025-06-27 10:05:35.623 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Entresto
2025-06-27 10:05:35.625 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Neuraceq. Retrying...(2/5)
2025-06-27 10:05:35.625 | INFO     | adapters.download_file:download_pdf:92 - Downloading 31/1477 : Nilemdo
2025-06-27 10:05:35.648 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Nustendi. Retrying...(1/5)
2025-06-27 10:05:35.753 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Nilemdo
2025-06-27 10:05:35.754 | INFO     | adapters.download_file:download_pdf:92 - Downloading 32/1477 : Jakavi
2025-06-27 10:05:35.792 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Jakavi. Retrying...(1/5)
2025-06-27 10:05:42.707 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Nustendi. Retrying...(2/5)
2025-06-27 10:05:45.861 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Jakavi. Retrying...(2/5)
2025-06-27 10:05:46.334 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Grepid. Retrying...(2/5)
2025-06-27 10:05:46.715 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Beyfortus
2025-06-27 10:05:46.730 | INFO     | adapters.download_file:download_pdf:137 - Beyfortus recorded in failed_urls_authorised.csv
2025-06-27 10:05:46.731 | INFO     | adapters.download_file:download_pdf:92 - Downloading 33/1477 : Lemtrada
2025-06-27 10:05:46.770 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lemtrada. Retrying...(1/5)
2025-06-27 10:05:49.808 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Neuraceq
2025-06-27 10:05:49.810 | INFO     | adapters.download_file:download_pdf:92 - Downloading 34/1477 : Memantine-merz
2025-06-27 10:05:49.847 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Memantine-merz. Retrying...(1/5)
2025-06-27 10:05:49.902 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Jakavi. Retrying...(3/5)
2025-06-27 10:05:52.402 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Grepid. Retrying...(3/5)
2025-06-27 10:05:52.752 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Nustendi. Retrying...(3/5)
2025-06-27 10:05:52.805 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lemtrada. Retrying...(2/5)
2025-06-27 10:05:58.127 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Memantine-merz
2025-06-27 10:05:58.128 | INFO     | adapters.download_file:download_pdf:92 - Downloading 35/1477 : Yorvipath
2025-06-27 10:05:58.169 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Yorvipath. Retrying...(1/5)
2025-06-27 10:06:00.951 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Jakavi. Retrying...(4/5)
2025-06-27 10:06:01.849 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lemtrada. Retrying...(3/5)
2025-06-27 10:06:01.999 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Jakavi. Retrying...(5/5)
2025-06-27 10:06:04.007 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Jakavi
2025-06-27 10:06:04.021 | INFO     | adapters.download_file:download_pdf:137 - Jakavi recorded in failed_urls_authorised.csv
2025-06-27 10:06:04.022 | INFO     | adapters.download_file:download_pdf:92 - Downloading 36/1477 : Axura
2025-06-27 10:06:04.066 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Axura. Retrying...(1/5)
2025-06-27 10:06:04.455 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Grepid. Retrying...(4/5)
2025-06-27 10:06:07.796 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Nustendi. Retrying...(4/5)
2025-06-27 10:06:08.218 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Yorvipath. Retrying...(2/5)
2025-06-27 10:06:09.523 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Grepid. Retrying...(5/5)
2025-06-27 10:06:12.113 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Axura. Retrying...(2/5)
2025-06-27 10:06:15.906 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lemtrada. Retrying...(4/5)
2025-06-27 10:06:18.457 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Yorvipath
2025-06-27 10:06:18.459 | INFO     | adapters.download_file:download_pdf:92 - Downloading 37/1477 : Amlodipine-valsartan-mylan
2025-06-27 10:06:18.532 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Amlodipine-valsartan-mylan
2025-06-27 10:06:18.533 | INFO     | adapters.download_file:download_pdf:92 - Downloading 38/1477 : Colobreathe
2025-06-27 10:06:18.704 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Colobreathe
2025-06-27 10:06:18.705 | INFO     | adapters.download_file:download_pdf:92 - Downloading 39/1477 : Avtozma
2025-06-27 10:06:18.747 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Avtozma. Retrying...(1/5)
2025-06-27 10:06:19.165 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Axura. Retrying...(3/5)
2025-06-27 10:06:19.850 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Nustendi. Retrying...(5/5)
2025-06-27 10:06:21.534 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Grepid
2025-06-27 10:06:21.549 | INFO     | adapters.download_file:download_pdf:137 - Grepid recorded in failed_urls_authorised.csv
2025-06-27 10:06:21.551 | INFO     | adapters.download_file:download_pdf:92 - Downloading 40/1477 : Enjaymo
2025-06-27 10:06:21.591 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Enjaymo. Retrying...(1/5)
2025-06-27 10:06:22.642 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Enjaymo. Retrying...(2/5)
2025-06-27 10:06:27.231 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Axura. Retrying...(4/5)
2025-06-27 10:06:28.790 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Avtozma. Retrying...(2/5)
2025-06-27 10:06:30.953 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lemtrada. Retrying...(5/5)
2025-06-27 10:06:32.864 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Nustendi
2025-06-27 10:06:32.884 | INFO     | adapters.download_file:download_pdf:137 - Nustendi recorded in failed_urls_authorised.csv
2025-06-27 10:06:32.884 | INFO     | adapters.download_file:download_pdf:92 - Downloading 41/1477 : Rizmoic
2025-06-27 10:06:32.922 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rizmoic. Retrying...(1/5)
2025-06-27 10:06:36.159 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Rizmoic
2025-06-27 10:06:36.160 | INFO     | adapters.download_file:download_pdf:92 - Downloading 42/1477 : Tysabri
2025-06-27 10:06:36.205 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tysabri. Retrying...(1/5)
2025-06-27 10:06:37.284 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Axura. Retrying...(5/5)
2025-06-27 10:06:37.701 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Enjaymo. Retrying...(3/5)
2025-06-27 10:06:39.834 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Avtozma. Retrying...(3/5)
2025-06-27 10:06:39.963 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Lemtrada
2025-06-27 10:06:39.977 | INFO     | adapters.download_file:download_pdf:137 - Lemtrada recorded in failed_urls_authorised.csv
2025-06-27 10:06:39.977 | INFO     | adapters.download_file:download_pdf:92 - Downloading 43/1477 : Pazenir
2025-06-27 10:06:40.022 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pazenir. Retrying...(1/5)
2025-06-27 10:06:40.883 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Avtozma. Retrying...(4/5)
2025-06-27 10:06:45.751 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Enjaymo. Retrying...(4/5)
2025-06-27 10:06:45.953 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Avtozma. Retrying...(5/5)
2025-06-27 10:06:49.292 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Axura
2025-06-27 10:06:49.310 | INFO     | adapters.download_file:download_pdf:137 - Axura recorded in failed_urls_authorised.csv
2025-06-27 10:06:49.310 | INFO     | adapters.download_file:download_pdf:92 - Downloading 44/1477 : Lupkynis
2025-06-27 10:06:49.469 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Lupkynis
2025-06-27 10:06:49.470 | INFO     | adapters.download_file:download_pdf:92 - Downloading 45/1477 : Zelboraf
2025-06-27 10:06:49.510 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Zelboraf. Retrying...(1/5)
2025-06-27 10:06:50.065 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Pazenir. Retrying...(2/5)
2025-06-27 10:06:51.263 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tysabri. Retrying...(2/5)
2025-06-27 10:06:52.550 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Zelboraf. Retrying...(2/5)
2025-06-27 10:06:56.798 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Enjaymo. Retrying...(5/5)
2025-06-27 10:06:58.960 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Avtozma
2025-06-27 10:06:58.977 | INFO     | adapters.download_file:download_pdf:137 - Avtozma recorded in failed_urls_authorised.csv
