2025-05-19 14:45:40.555 | INFO     | __main__:<module>:25 - Ancien fichier trouvé, date de génération : 19-05-2025-14-35-05
2025-05-19 14:45:41.420 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Sibnayal.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.420 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Cerdelga.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Uzpruvo.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Accofil.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Eydenzelt.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Bortezomib-hospira.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Matever.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Fingolimod-accord.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Remicade.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Flucelvax.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Enspryng.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Imfinzi.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Deqsiga.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Rinvoq.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Inomax.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Lorviqua.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Osenvelt.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Filsuvez.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Pyzchiva.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Riluzole-zentiva.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Sprycel.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Opuviz.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Rytelo.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.421 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Eltrombopag-accord.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Dimethyl-fumarate-mylan.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Sondelbay.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Faslodex.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Tevimbra.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Uplizna.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Kymriah.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Spikevax.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Isentress.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Lyfnua.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Paxlovid.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Zabdeno.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Mvabea.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Clopidogrel-krka.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Entresto.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Neparvis.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Atazanavir-viatris.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Zyllt.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Tobi-podhaler.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.422 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Clopidogrel-krka-dd.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Clopidogrel-tad.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Kanjinti.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Blincyto.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Actelsar-hct.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Enbrel.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Dyrupeg.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Datroway.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Xyrem.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Amlodipine-valsartan-mylan.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Voriconazole-accord.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Olanzapine-teva.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Pomalidomide-zentiva.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Levetiracetam-hospira.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Lucentis.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Targretin.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Yesafili.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Aqumeldi.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Omjjara.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Rystiggo.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Carvykti.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.423 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Tuzulby.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Neupro.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Givlaari.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Vimpat.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Tacforius.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Synjardy.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Tecentriq.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Tremfya.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Jentadueto.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Kayfanda.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Brukinsa.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Cibinqo.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Firazyr.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Finlee.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Ongentys.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Zepatier.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Cabazitaxel-accord.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Breyanzi.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Evenity.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Vectibix.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Daurismo.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Zejula.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Bavencio.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Urorec.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Herceptin.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Vyjuvek.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Ocrevus.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.424 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Lunsumio.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Xydalba.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Roctavian.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Bortezomib-sun.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Roactemra.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Briumvi.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Zolgensma.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Mavenclad.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Sitagliptin-metformin-hydrochloride-sun.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Elebrato-ellipta.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Obodence.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Sunitinib-accord.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Posaconazole-accord.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Iqirvo.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Imatinib-accord.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Abiraterone-accord.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Mayzent.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Hyqvia.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Trelegy-ellipta.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Ketoconazole-esteve.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Leqembi.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Circadin.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.425 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Kavigale.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Hetronifly.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Deltyba.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Mresvia.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Clopidogrel-acetylsalicylic-acid-viatris.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Ecansya.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Stoboclo.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Capecitabine-accord.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Neorecormon.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Nuvaxovid.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Capecitabine-medac.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Xeloda.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Zoledronic-acid-accord.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Eptifibatide-accord.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Levetiracetam-sun.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Fintepla.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Beyfortus.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Bekemv.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Alprolix.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Segluromet.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Lyrica.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Lynozyfic.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.426 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Piqray.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Deferasirox-mylan.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Opdivo.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Vyvgart.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Levetiracetam-accord.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Dupixent.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Qtern.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Bimervax.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Keytruda.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Filspari.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Retsevmo.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Quviviq.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Cimzia.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Hyrimoz.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Hefiya.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Zilbrysq.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Xenleta.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Shingrix.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Hympavzi.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Spedra.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Enhertu.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Bimzelx.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Zykadia.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Eliquis.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Lysakare.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Twynsta.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.427 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Enjaymo.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.428 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Piasky.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.428 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Alunbrig.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.428 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Pemetrexed-pfizer.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.428 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Steqeyma.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.428 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Azacitidine-mylan.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.428 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Elocta.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.428 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Rotateq.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.428 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Ahzantive.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.428 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Avastin.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.428 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Jaypirca.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.428 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Afqlir.pdf existe déjà. Téléchargement ignoré.
2025-05-19 14:45:41.428 | INFO     | adapters.download_file:download_pdf:79 - Le fichier docs/Cancidas.pdf existe déjà. Téléchargement ignoré.
